date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:06	5113/5113	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jun%202024%2012:50:03%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Bass_Danielle.jpg?v=1577642977	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Bass_Danielle8165.jpg	(from https://praktio.com/pages/about-us)
20:50:06	17218/17218	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jun%202024%2012:50:05%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Leah_Duncan.jpg?v=1590155391	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Leah_Duncanb26c.jpg	(from https://praktio.com/pages/about-us)
20:50:07	21842/21842	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jun%202024%2012:50:05%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/jackson-ryan.jpg?v=1577642638	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/jackson-ryanefbc.jpg	(from https://praktio.com/pages/about-us)
20:50:07	26317/26317	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Jun%202024%2009:37:03%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Chandler_Headshot.jpeg?v=1613752111	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Chandler_Headshot2795.jpg	(from https://praktio.com/pages/about-us)
20:50:08	63616/63616	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jun%202024%2012:50:06%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Travis_Miller-CCP_8539_2.jpg?v=1581355463	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Travis_Miller-CCP_8539_231b1.jpg	(from https://praktio.com/pages/about-us)
20:50:09	6618/6618	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Jun%202024%2013:22:49%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Gertz_Melanie.jpg?v=1577642977	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Gertz_Melanie8165.jpg	(from https://praktio.com/pages/about-us)
20:50:09	13383/13383	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Jun%202024%2009:14:03%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Parmose_Rosa.jpg?v=1577642638	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Parmose_Rosaefbc.jpg	(from https://praktio.com/pages/about-us)
20:50:10	6559/6559	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Jun%202024%2010:58:48%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Samii_2.jpg?v=1577745278	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Samii_2e413.jpg	(from https://praktio.com/pages/about-us)
20:50:11	17178/17178	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jun%202024%2012:50:09%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/1605631041186_8c0b1034-20dd-44ad-baf4-4051c8a94b48.jpg?v=1693948222	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/1605631041186_8c0b1034-20dd-44ad-baf4-4051c8a94b48acf0.jpg	(from https://praktio.com/pages/about-us)
20:50:12	9781/9781	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jun%202024%2019:58:21%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Smercina_Kelly.jpg?v=1577642638	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Smercina_Kellyefbc.jpg	(from https://praktio.com/pages/about-us)
20:50:12	462555/462555	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:56:33%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/msteinberg-1.png?v=1578321473	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/msteinberg-1c455.png	(from https://praktio.com/pages/about-us)
20:50:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:11%20GMT	https://praktio.com/elearning	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/elearning.14c.delayed	(from https://praktio.com/pages/about-us)
20:50:13	557479/557479	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Jun%202024%2008:22:14%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Tierman-Max-1776E.png?v=1626281024	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Tierman-Max-1776Ed90b.png	(from https://praktio.com/pages/about-us)
20:50:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:11%20GMT	https://praktio.com/workshops	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/workshops	(from https://praktio.com/pages/about-us)
20:50:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:12%20GMT	https://praktio.com/first-years	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/first-years	(from https://praktio.com/pages/about-us)
20:50:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:12%20GMT	https://praktio.com/summer	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/summer	(from https://praktio.com/pages/about-us)
20:50:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:12%20GMT	https://praktio.com/pages/summer-associate-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associate-2022	(from https://praktio.com/pages/about-us)
20:50:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:12%20GMT	https://praktio.com/pages/summer-associates-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates-2022	(from https://praktio.com/pages/about-us)
20:50:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:12%20GMT	https://praktio.com/staff	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/staff	(from https://praktio.com/pages/about-us)
20:50:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:13%20GMT	https://praktio.com/procurement	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/procurement	(from https://praktio.com/pages/about-us)
20:50:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:13%20GMT	https://praktio.com/about-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/about-us	(from https://praktio.com/pages/about-us)
20:50:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:13%20GMT	http://praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_2048x.png?v=1708710933	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_2048x.155b6ec.delayed	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:15	35881/35881	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:5322415ed0b217688e6a74a3375a1b24%22	https://praktio.com/blogs/resources/OPR/	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/blogs/resources/OPR/index.html	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:15%20GMT	http://praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_300x.png?v=1708710933	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_300xb6ec.png	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:17	108623/108623	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202024%2012:50:14%20GMT	https://praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_2048x.png?v=1708710933	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_2048xb6ec.png	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:18	36111/36111	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202024%2012:50:16%20GMT	https://praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_300x.png?v=1708710933	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/articles/How_Goodwin_is_Preparing_Associates_for_the_GenAI_Era_84ea2544-69cd-4c69-ab83-f87c114d8f77_300xb6ec.png	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:18	44106/44106	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:347852748e087f16438b4d9a252d7f14%22	https://praktio.com/blogs/resources	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/blogs/resources.html	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:19	23418/23418	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202024%2012:50:17%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Goodwin_FitnessGenie_480x480.png?v=1708033875	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Goodwin_FitnessGenie_480x48037dd.png	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:17%20GMT	http://praktio.com/contact	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/contact	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:20	0/-1	---M--	301	error ('')			https://praktio.com/contact	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/contact.15c.delayed	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:18%20GMT	http://praktio.com/contact	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/contact	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:20	0/-1	---M--	301	error ('')			https://praktio.com/contact	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/contact.15e.delayed	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:19%20GMT	http://praktio.com/cal-mm	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cal-mm	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:19%20GMT	https://praktio.com/cal-mm	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cal-mm	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:21	0/-1	---M--	301	error ('')			https://praktio.com/elearning	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/elearning.161.delayed	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:19%20GMT	https://praktio.com/workshops	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/workshops	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:19%20GMT	https://praktio.com/first-years	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/first-years	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:20%20GMT	https://praktio.com/summer	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/summer	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:20%20GMT	https://praktio.com/pages/summer-associate-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associate-2022	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:20%20GMT	https://praktio.com/pages/summer-associates-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates-2022	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:20%20GMT	https://praktio.com/staff	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/staff	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:20%20GMT	https://praktio.com/procurement	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/procurement	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:21%20GMT	https://praktio.com/about-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/about-us	(from https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era)
20:50:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:21%20GMT	http://js.hsforms.net/forms/shell.js	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/js.hsforms.net/forms/shell.16a.delayed	(from https://praktio.com/pages/contact-us)
20:50:25	493917/493917	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256164b8f5dbcf6e65e555e48d5d6176a%22	https://js.hsforms.net/forms/shell.js	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/js.hsforms.net/forms/shell.js	(from https://praktio.com/pages/contact-us)
20:50:25	0/-1	---M--	301	error ('')			https://praktio.com/elearning	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/elearning.16d.delayed	(from https://praktio.com/pages/contact-us)
20:50:26	98608/98608	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202024%2012:50:23%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Contact_Page.png?v=1589403984	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Contact_Pageaf59.png	(from https://praktio.com/pages/contact-us)
20:50:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:24%20GMT	https://praktio.com/workshops	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/workshops.16e.delayed	(from https://praktio.com/pages/contact-us)
20:50:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:24%20GMT	https://praktio.com/first-years	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/first-years	(from https://praktio.com/pages/contact-us)
20:50:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:25%20GMT	https://praktio.com/summer	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/summer	(from https://praktio.com/pages/contact-us)
20:50:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:25%20GMT	https://praktio.com/pages/summer-associate-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associate-2022	(from https://praktio.com/pages/contact-us)
20:50:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:25%20GMT	https://praktio.com/pages/summer-associates-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates-2022	(from https://praktio.com/pages/contact-us)
20:50:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:25%20GMT	https://praktio.com/staff	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/staff	(from https://praktio.com/pages/contact-us)
20:50:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:26%20GMT	https://praktio.com/procurement	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/procurement	(from https://praktio.com/pages/contact-us)
20:50:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:26%20GMT	https://praktio.com/about-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/about-us	(from https://praktio.com/pages/contact-us)
20:50:30	0/-1	---M--	301	error ('')			https://praktio.com/contact	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/contact.177.delayed	(from https://praktio.com/pages/opportunities)
20:50:30	0/-1	---M--	301	error ('')			https://praktio.com/elearning	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/elearning.178.delayed	(from https://praktio.com/pages/opportunities)
20:50:30	0/-1	---M--	301	error ('')			https://praktio.com/workshops	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/workshops.179.delayed	(from https://praktio.com/pages/opportunities)
20:50:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:29%20GMT	https://praktio.com/first-years	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/first-years	(from https://praktio.com/pages/opportunities)
20:50:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:29%20GMT	https://praktio.com/summer	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/summer	(from https://praktio.com/pages/opportunities)
20:50:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:29%20GMT	https://praktio.com/pages/summer-associate-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associate-2022	(from https://praktio.com/pages/opportunities)
20:50:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:29%20GMT	https://praktio.com/pages/summer-associates-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates-2022	(from https://praktio.com/pages/opportunities)
20:50:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:30%20GMT	https://praktio.com/staff	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/staff	(from https://praktio.com/pages/opportunities)
20:50:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:30%20GMT	https://praktio.com/procurement	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/procurement	(from https://praktio.com/pages/opportunities)
20:50:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:30%20GMT	https://praktio.com/about-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/about-us	(from https://praktio.com/pages/opportunities)
20:50:32	0/-1	---M--	301	error ('')			https://praktio.com/elearning	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/elearning.181.delayed	(from https://praktio.com/pages/terms-of-service)
20:50:32	0/-1	---M--	301	error ('')			https://praktio.com/workshops	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/workshops.182.delayed	(from https://praktio.com/pages/terms-of-service)
20:50:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:31%20GMT	https://praktio.com/first-years	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/first-years	(from https://praktio.com/pages/terms-of-service)
20:50:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:31%20GMT	https://praktio.com/summer	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/summer	(from https://praktio.com/pages/terms-of-service)
20:50:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:31%20GMT	https://praktio.com/pages/summer-associate-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associate-2022	(from https://praktio.com/pages/terms-of-service)
20:50:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:31%20GMT	https://praktio.com/pages/summer-associates-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates-2022	(from https://praktio.com/pages/terms-of-service)
20:50:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:31%20GMT	https://praktio.com/staff	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/staff	(from https://praktio.com/pages/terms-of-service)
20:50:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:32%20GMT	https://praktio.com/procurement	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/procurement	(from https://praktio.com/pages/terms-of-service)
20:50:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:32%20GMT	https://praktio.com/about-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/about-us	(from https://praktio.com/pages/terms-of-service)
20:50:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:50:33%20GMT	http://praktio.com/cdn/shop/articles/ElearningArticle4_fb24feee-cc73-4556-9034-4e9fc2127942_2048x.png?v=1694658431	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/articles/ElearningArticle4_fb24feee-cc73-4556-9034-4e9fc2127942_2048xf92d.png	(from https://praktio.com/blogs/resources/how-to-get-first-years-engaged-with-e-learning)
20:50:35	794713/794713	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202024%2012:50:27%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Offerings_-_3.png?v=1589502909	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Offerings_-_3a512.png	(from https://praktio.com/pages/opportunities)
